scenario_name,settlement_id,visit_classification,team_count,first_observed_at,last_observed_at,dwell_duration_minutes,eligible_gps_point_count,nearest_attribution_distance_m,confidence_class,ambiguous_attribution_count
baseline_30m,D00083,unvisited,0,,,0.0,0,,review,0
baseline_30m,D00184,unvisited,0,,,0.0,0,,review,0
baseline_30m,D00230,unvisited,0,,,0.0,0,,review,0
baseline_30m,D00246,unvisited,0,,,0.0,0,,review,0
baseline_30m,D00320,unvisited,0,,,0.0,0,,review,0
baseline_30m,D00347,unvisited,0,,,0.0,0,,review,0
baseline_30m,D00363,unvisited,0,,,0.0,0,,review,0
baseline_30m,D00378,unvisited,0,,,0.0,0,,review,0
baseline_30m,D00511,unvisited,0,,,0.0,0,,review,0
baseline_30m,D00555,unvisited,0,,,0.0,0,,review,0
baseline_30m,D00578,unvisited,0,,,0.0,0,,review,0
baseline_30m,D00752,unvisited,0,,,0.0,0,,review,0
baseline_30m,D00943,unvisited,0,,,0.0,0,,review,0
baseline_30m,D01074,unvisited,0,,,0.0,0,,review,0
baseline_30m,D01076,ambiguous,1,2026-03-09 13:31:00,2026-03-09 13:31:00,0.0,1,14.9720938064481,ambiguous,0
baseline_30m,D01108,unvisited,0,,,0.0,0,,review,0
baseline_30m,D01175,unvisited,0,,,0.0,0,,review,0
baseline_30m,D01209,unvisited,0,,,0.0,0,,review,0
baseline_30m,D01332,unvisited,0,,,0.0,0,,review,0
baseline_30m,D01432,unvisited,0,,,0.0,0,,review,0
baseline_30m,D01536,unvisited,0,,,0.0,0,,review,0
baseline_30m,D01632,unvisited,0,,,0.0,0,,review,0
baseline_30m,D01686,unvisited,0,,,0.0,0,,review,0
baseline_30m,D01757,unvisited,0,,,0.0,0,,review,0
baseline_30m,D01765,unvisited,0,,,0.0,0,,review,0
baseline_30m,D01777,unvisited,0,,,0.0,0,,review,0
baseline_30m,D01839,unvisited,0,,,0.0,0,,review,0
baseline_30m,D01905,unvisited,0,,,0.0,0,,review,0
baseline_30m,D01917,unvisited,0,,,0.0,0,,review,0
baseline_30m,D01994,unvisited,0,,,0.0,0,,review,0
baseline_30m,D02009,unvisited,0,,,0.0,0,,review,0
baseline_30m,D02192,unvisited,0,,,0.0,0,,review,0
baseline_30m,D02236,unvisited,0,,,0.0,0,,review,0
baseline_30m,D02268,unvisited,0,,,0.0,0,,review,0
baseline_30m,D02456,unvisited,0,,,0.0,0,,review,0
baseline_30m,D02466,unvisited,0,,,0.0,0,,review,0
baseline_30m,D02468,unvisited,0,,,0.0,0,,review,0
baseline_30m,D02521,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00001,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00002,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00003,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00004,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00005,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00006,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00007,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00008,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00009,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00010,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00011,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00012,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00013,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00014,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00015,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00016,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00017,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00018,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00019,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00020,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00021,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00022,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00023,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00024,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00025,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00026,ambiguous,1,2026-03-10 07:42:00,2026-03-10 08:08:00,0.0,5,15.0568376654614,ambiguous,0
baseline_30m,S00027,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00028,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00029,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00030,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00031,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00032,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00033,visited,1,2026-03-09 07:17:00,2026-03-09 07:36:00,19.0,3,11.1103505422638,high,0
baseline_30m,S00034,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00035,ambiguous,1,2026-03-13 15:55:00,2026-03-13 15:55:00,0.0,1,21.6464844459156,ambiguous,0
baseline_30m,S00036,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00037,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00038,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00039,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00040,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00041,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00042,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00043,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00044,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00045,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00046,visited,1,2026-03-11 07:32:00,2026-03-11 08:06:00,34.0,11,4.47361774088971,high,0
baseline_30m,S00047,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00048,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00049,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00050,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00051,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00052,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00053,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00054,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00055,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00056,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00057,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00058,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00059,ambiguous,1,2026-03-13 07:38:00,2026-03-13 07:42:00,0.0,2,9.27817734758478,ambiguous,0
baseline_30m,S00060,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00061,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00062,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00063,ambiguous,1,2026-03-13 14:38:00,2026-03-13 14:52:00,0.0,4,9.42762426119221,ambiguous,0
baseline_30m,S00064,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00065,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00066,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00067,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00068,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00069,visited,1,2026-03-13 10:08:00,2026-03-13 10:35:00,27.0,10,3.04440682554494,high,0
baseline_30m,S00070,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00071,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00072,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00073,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00074,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00075,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00076,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00077,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00078,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00079,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00080,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00081,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00082,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00083,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00084,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00085,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00086,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00087,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00088,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00089,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00090,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00091,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00092,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00093,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00094,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00095,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00096,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00097,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00098,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00099,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00100,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00101,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00102,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00103,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00104,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00105,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00106,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00107,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00108,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00109,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00110,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00111,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00112,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00113,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00114,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00115,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00116,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00117,visited,1,2026-03-11 11:40:00,2026-03-11 12:07:00,27.0,8,9.34291116423699,high,0
baseline_30m,S00118,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00119,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00120,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00121,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00122,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00123,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00124,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00125,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00126,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00127,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00128,ambiguous,1,2026-03-11 16:17:00,2026-03-11 16:17:00,0.0,1,20.6060775128751,ambiguous,0
baseline_30m,S00129,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00130,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00131,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00132,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00133,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00134,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00135,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00136,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00137,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00138,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00139,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00140,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00141,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00142,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00143,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00144,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00145,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00146,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00147,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00148,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00149,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00150,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00151,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00152,ambiguous,1,2026-03-11 07:46:00,2026-03-11 07:46:00,0.0,1,10.3090358697925,ambiguous,0
baseline_30m,S00153,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00154,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00155,unvisited,0,,,0.0,0,,review,0
baseline_30m,S00156,unvisited,0,,,0.0,0,,review,0
